area code,population,num_market,num_gyms,num_tube,num_school,num_restuarant,num_bus,cases
E02000652,7808,1,0,0,2,0,2,43
E02000653,11373,0,0,0,1,1,8,85
E02000654,8664,0,0,0,4,4,5,53
E02000655,9350,2,0,1,2,9,5,52
E02000657,9764,2,0,0,4,4,10,61
E02000658,8874,0,0,0,4,0,7,56
E02000659,7987,0,2,0,2,2,12,58
E02000660,8528,0,0,1,2,3,8,57
E02000661,6811,1,0,0,3,18,12,43
E02000662,8814,2,0,0,4,6,8,54
E02000663,7406,2,1,0,0,0,9,49
E02000664,14317,7,3,1,3,5,16,95
E02000665,8734,3,0,0,1,0,10,54
E02000666,7365,1,0,0,2,0,13,57
E02000667,7012,2,1,0,2,1,4,51
E02000668,7489,1,0,0,3,4,5,49
E02000669,8180,2,1,0,1,1,5,50
E02000670,6645,1,0,0,0,0,6,33
E02000671,8738,0,0,0,4,3,6,65
E02000672,9963,5,3,0,1,2,13,62
E02000673,8697,4,1,0,3,5,11,61
E02000674,8666,0,0,0,2,0,10,56
E02000675,8976,1,2,0,2,1,16,59
E02000676,8309,0,0,0,2,0,5,59
E02000677,7508,0,2,0,5,1,4,45
E02000678,6851,0,0,0,0,0,6,35
E02000679,8360,1,1,0,4,0,4,54
E02000680,7689,1,2,0,4,6,11,44
E02000681,8738,1,1,0,2,0,10,48
E02000682,9001,2,0,0,3,0,12,46
E02000683,6486,0,0,0,1,0,8,39
E02000685,8443,2,2,0,1,5,7,54
E02000686,7445,2,2,0,3,0,9,40
E02000687,8454,1,0,0,1,4,7,52
E02000689,8316,4,1,1,1,3,5,76
E02000690,5565,1,2,0,2,9,10,41
E02000691,7502,5,1,0,1,23,9,61
E02000692,7828,3,5,1,1,16,12,66
E02000693,9384,1,2,1,2,5,4,76
E02000694,9134,3,1,0,2,1,3,74
E02000695,8388,2,0,0,2,0,2,58
E02000696,7994,2,0,0,0,0,6,59
E02000697,8910,4,1,1,3,12,16,73
E02000698,7994,2,1,0,3,1,7,68
E02000699,8290,3,0,0,2,1,7,73
E02000700,8459,0,0,0,3,6,4,55
E02000701,8447,0,1,0,2,0,11,63
E02000702,8714,1,1,0,2,1,9,60
E02000703,7974,2,0,1,3,1,14,67
E02000704,8303,1,1,0,3,5,18,68
E02000705,8492,0,0,0,3,0,11,56
E02000706,9385,5,0,0,3,3,7,61
E02000707,7454,1,0,0,3,0,11,47
E02000708,8477,1,0,0,2,6,7,75
E02000709,7682,1,1,0,1,0,14,67
E02000710,8542,0,2,0,2,2,21,59
E02000711,8866,3,0,0,3,3,14,63
E02000712,8655,0,0,0,4,0,14,65
E02000713,7431,2,0,0,3,0,10,59
E02000714,8270,1,0,0,5,2,3,43
E02000715,7782,0,0,0,3,0,3,28
E02000716,7864,2,1,0,0,0,6,38
E02000717,8644,0,0,0,4,0,4,39
E02000718,7563,0,1,0,1,0,2,37
E02000719,8747,0,0,0,1,0,4,42
E02000720,7908,0,0,0,2,0,4,38
E02000721,9901,2,0,0,1,1,8,47
E02000722,8616,2,1,0,1,0,6,46
E02000723,11245,1,0,1,3,1,11,52
E02000724,10001,0,0,0,1,0,2,48
E02000725,10241,2,1,0,5,15,7,59
E02000726,24969,7,4,3,5,48,21,193
E02000727,8607,1,0,0,3,0,9,38
E02000728,8170,0,0,0,1,0,0,43
E02000729,7406,0,0,0,2,1,5,35
E02000730,9119,2,0,1,4,3,5,41
E02000731,10995,3,2,0,2,1,9,48
E02000732,8027,0,0,0,2,0,0,42
E02000733,10366,0,0,0,4,1,4,52
E02000734,7674,0,0,1,1,0,1,41
E02000735,8598,0,2,0,4,3,6,39
E02000736,9147,1,1,0,2,3,17,47
E02000737,10208,2,1,0,3,0,4,50
E02000738,9116,1,0,0,2,0,4,49
E02000739,7736,1,0,0,1,0,6,39
E02000740,7117,0,0,0,4,0,9,36
E02000741,8956,0,1,0,4,0,11,45
E02000742,8822,0,1,0,2,0,7,44
E02000743,10200,4,3,0,1,7,13,54
E02000744,9495,0,1,0,3,0,7,49
E02000745,8411,0,0,0,1,0,5,46
E02000746,8539,3,2,2,1,3,21,54
E02000747,13422,1,2,2,3,6,14,81
E02000748,6552,1,1,3,4,2,12,39
E02000749,8771,0,1,1,6,1,13,51
E02000750,14800,1,0,0,2,1,20,116
E02000751,10675,2,1,1,3,1,12,73
E02000752,7624,0,0,0,3,0,20,60
E02000753,6590,1,0,0,1,0,7,43
E02000754,6715,0,0,0,1,0,8,42
E02000755,5577,1,1,0,1,0,7,36
E02000756,13705,2,3,2,4,1,13,92
E02000757,12736,5,1,1,2,21,8,85
E02000758,6232,0,1,0,3,0,4,38
E02000759,13347,0,2,0,4,1,17,86
E02000760,7133,2,2,0,3,4,7,46
E02000762,6626,0,0,1,1,1,4,40
E02000763,7592,1,1,1,2,1,11,43
E02000764,12449,3,0,2,3,9,10,88
E02000765,6860,1,0,0,2,0,5,46
E02000767,8362,4,0,1,1,3,11,52
E02000768,5813,0,1,0,1,0,6,44
E02000769,15826,2,1,0,4,0,8,99
E02000770,8075,0,1,0,4,0,4,46
E02000772,8941,1,2,0,3,0,9,48
E02000773,10080,0,0,0,1,1,9,56
E02000774,7581,1,0,0,0,0,0,39
E02000776,7061,1,0,0,2,0,6,41
E02000777,6104,0,1,0,1,0,15,43
E02000779,8920,5,3,0,0,0,5,49
E02000780,17392,2,2,0,3,0,13,87
E02000781,15098,1,0,0,4,0,11,81
E02000782,10596,2,1,0,1,0,5,62
E02000783,7770,0,0,0,2,0,4,40
E02000784,10056,2,1,0,2,9,13,70
E02000785,9906,2,1,1,3,23,11,74
E02000786,11482,3,3,0,4,3,11,83
E02000787,11970,2,0,0,3,0,16,93
E02000788,9114,2,2,0,2,20,9,75
E02000789,6530,0,0,0,2,2,9,47
E02000790,6652,1,0,0,2,1,4,56
E02000791,7076,7,2,1,2,38,10,52
E02000792,7233,1,0,0,1,2,5,60
E02000793,8294,4,1,0,3,4,10,59
E02000794,6989,0,4,0,2,2,9,57
E02000795,7147,3,2,0,2,2,10,61
E02000796,10832,0,1,0,4,0,9,78
E02000797,7825,4,3,0,3,29,7,70
E02000798,11150,0,2,0,3,4,13,95
E02000799,6406,1,1,0,3,2,13,44
E02000800,5445,1,0,0,2,0,6,43
E02000801,7264,1,0,0,2,1,10,60
E02000802,6936,3,1,0,1,8,9,61
E02000803,9470,2,1,0,3,1,15,77
E02000804,7310,2,1,0,1,6,8,64
E02000805,11510,0,1,0,5,11,6,92
E02000806,10307,1,2,0,3,4,21,84
E02000807,9436,0,2,0,5,1,8,69
E02000808,11200,10,9,2,3,63,19,88
E02000809,14056,5,5,0,1,39,15,102
E02000810,13415,4,3,1,5,2,10,75
E02000812,10660,4,0,0,6,10,5,77
E02000813,10720,3,1,3,2,6,15,73
E02000814,9865,1,1,0,0,2,12,80
E02000815,6990,3,0,0,0,1,6,55
E02000816,10463,2,2,0,2,5,12,57
E02000817,7272,0,1,0,4,0,6,41
E02000818,8297,3,1,0,6,3,14,66
E02000819,8875,1,0,0,1,0,7,45
E02000820,10334,1,0,0,2,2,4,63
E02000821,8277,1,0,0,3,0,5,41
E02000822,7193,0,0,0,3,0,0,35
E02000823,8918,3,1,0,1,12,10,50
E02000824,9841,1,0,0,3,5,8,48
E02000825,9526,0,1,0,7,0,1,51
E02000826,9222,2,1,0,3,1,3,57
E02000827,10991,4,4,0,6,26,9,64
E02000828,8617,2,2,0,2,8,10,46
E02000829,11704,2,1,0,2,1,9,66
E02000830,9413,0,0,0,2,5,5,68
E02000831,10019,5,0,0,2,18,9,66
E02000832,10797,0,0,0,3,4,12,55
E02000833,8874,1,2,0,2,2,9,46
E02000834,9974,2,2,0,3,11,9,71
E02000835,7872,1,1,0,2,1,11,51
E02000836,8635,2,1,0,2,17,8,61
E02000837,9610,0,1,0,4,3,18,73
E02000838,9688,0,0,0,2,0,17,71
E02000839,8460,0,1,0,3,2,17,59
E02000840,8618,0,0,0,0,0,11,65
E02000841,9292,2,1,0,1,0,17,68
E02000842,7937,1,1,0,1,0,14,64
E02000843,8264,1,1,0,4,1,12,75
E02000844,8373,1,1,0,4,3,10,65
E02000845,9928,3,0,0,2,3,2,72
E02000846,7433,1,3,0,2,2,9,56
E02000847,9455,1,0,0,2,1,5,66
E02000848,8042,1,1,0,1,2,7,65
E02000849,7960,0,2,0,3,3,7,67
E02000850,10903,1,0,0,2,1,21,75
E02000851,9927,7,2,0,3,16,20,82
E02000852,7996,0,0,0,0,1,11,65
E02000853,8115,0,0,0,3,0,4,64
E02000854,7563,3,1,0,5,4,11,63
E02000855,8014,3,3,0,3,12,7,64
E02000856,9186,4,0,0,1,8,10,70
E02000857,8712,1,2,0,1,4,10,71
E02000858,8479,1,3,0,5,2,12,59
E02000859,8700,3,3,0,3,0,6,68
E02000860,8519,0,0,0,1,0,6,61
E02000861,7795,1,0,0,1,4,10,60
E02000863,6847,0,3,0,2,0,8,48
E02000864,10304,2,1,0,2,2,10,77
E02000865,8402,0,1,0,4,7,6,46
E02000866,10844,1,3,1,3,10,13,65
E02000867,12692,2,0,2,1,0,6,87
E02000868,7373,4,3,1,3,7,4,48
E02000869,6589,0,0,0,3,4,0,39
E02000870,6924,1,2,0,4,3,6,42
E02000871,11424,2,0,2,4,0,10,66
E02000872,9069,3,1,0,3,17,1,53
E02000873,10790,1,0,0,4,4,7,60
E02000874,8035,2,1,1,3,2,3,45
E02000875,13597,1,1,0,3,0,3,80
E02000876,8136,4,5,1,3,7,5,45
E02000877,12914,0,1,0,3,4,16,82
E02000878,11738,6,2,1,4,99,11,78
E02000879,9258,1,1,0,5,2,6,54
E02000880,6576,2,0,0,2,2,6,35
E02000881,9149,0,0,0,2,0,9,65
E02000882,10474,1,2,1,3,5,3,62
E02000883,8967,2,1,1,3,1,9,47
E02000884,13133,2,2,0,5,15,4,95
E02000885,7738,0,0,0,3,0,4,44
E02000886,9165,2,0,1,3,5,3,60
E02000887,11184,0,0,1,4,1,5,67
E02000888,10207,0,1,1,2,3,9,56
E02000889,8485,1,1,0,2,2,5,64
E02000890,6681,2,1,1,2,21,6,47
E02000891,19374,3,1,3,3,6,24,151
E02000893,8106,0,0,1,3,1,5,51
E02000894,11777,0,0,1,4,3,7,81
E02000895,8207,0,1,0,3,0,19,50
E02000896,9091,3,1,0,2,5,13,61
E02000897,8570,1,0,0,4,2,9,53
E02000898,7991,0,2,0,0,2,5,50
E02000899,8692,3,0,0,3,1,6,53
E02000900,8808,3,3,0,1,0,8,50
E02000901,10248,1,1,0,4,6,8,73
E02000902,9725,0,1,0,4,4,9,60
E02000903,9769,2,1,0,4,3,11,62
E02000904,8931,2,1,0,3,0,16,58
E02000905,10284,1,2,0,1,10,6,68
E02000906,9551,0,0,0,2,6,5,62
E02000907,11174,1,0,0,4,4,12,65
E02000908,12541,2,0,1,7,4,13,94
E02000909,9014,1,1,0,2,5,9,68
E02000910,10865,1,0,0,2,6,7,74
E02000911,11728,9,1,1,3,27,18,84
E02000912,9333,2,2,0,5,2,4,60
E02000913,9230,0,2,0,4,0,13,55
E02000914,11337,2,3,0,0,13,10,69
E02000915,9273,1,0,1,0,3,7,53
E02000916,9753,1,1,0,5,1,10,60
E02000917,10416,1,0,0,4,2,3,62
E02000918,9808,2,1,0,4,10,6,62
E02000919,9795,0,0,0,0,0,1,54
E02000920,10327,3,1,1,1,3,12,55
E02000921,11270,1,2,0,2,12,9,65
E02000922,10969,0,0,0,3,2,5,64
E02000923,8075,2,1,0,2,18,6,51
E02000924,13753,2,3,0,4,2,18,115
E02000925,7942,0,1,0,1,1,5,50
E02000926,10912,1,1,0,0,12,9,89
E02000927,7358,2,0,0,2,20,5,47
E02000928,8554,2,2,0,5,11,2,66
E02000929,7544,1,1,0,1,2,5,47
E02000930,10741,3,1,0,2,28,13,71
E02000931,9569,0,0,0,1,0,3,67
E02000932,11501,7,4,0,3,18,18,101
E02000933,9005,2,1,0,1,1,6,69
E02000934,9897,8,2,0,2,11,11,70
E02000935,7136,0,4,0,4,0,2,46
E02000936,9152,2,1,1,2,5,9,70
E02000937,8419,0,1,0,4,21,6,64
E02000938,11134,0,0,0,1,0,12,76
E02000939,8346,1,0,0,1,1,8,61
E02000940,8652,3,3,0,2,10,8,66
E02000941,10383,1,0,0,1,1,8,76
E02000942,9598,3,1,1,4,2,6,77
E02000943,8831,5,2,1,4,16,4,70
E02000944,7207,0,0,0,2,0,8,56
E02000945,8260,2,1,0,2,0,15,50
E02000946,8514,2,0,0,3,6,11,60
E02000947,9036,0,2,0,2,0,4,76
E02000948,9919,0,0,0,0,0,5,80
E02000949,10067,4,4,1,4,10,7,85
E02000950,7535,1,1,0,1,0,10,53
E02000951,6517,3,1,1,1,3,6,49
E02000952,6113,0,0,0,0,0,4,45
E02000953,7851,1,0,0,0,8,3,64
E02000954,6231,1,0,0,1,2,0,43
E02000955,6548,2,0,0,3,1,1,46
E02000956,8151,3,4,1,1,6,12,53
E02000957,11039,3,3,0,3,3,7,78
E02000958,8647,1,1,0,3,0,6,67
E02000959,8337,1,1,0,1,0,7,50
E02000960,8316,1,1,1,2,2,6,46
E02000961,11232,0,1,1,3,5,4,61
E02000962,10306,0,1,0,0,1,7,57
E02000963,11063,0,1,0,3,1,5,56
E02000964,13643,3,0,0,3,10,9,74
E02000965,9421,0,1,0,2,4,3,59
E02000966,11236,2,1,1,2,12,5,63
E02000967,9982,5,5,2,1,29,11,52
E02000968,15914,4,2,2,7,13,8,80
E02000969,10828,0,0,0,6,8,8,55
E02000970,11049,5,3,3,2,96,7,62
E02000971,9646,2,6,1,1,31,12,65
E02000972,10782,9,11,3,2,466,22,76
E02000973,11458,3,2,1,0,30,7,61
E02000974,9792,6,0,0,1,55,6,76
E02000975,10385,2,1,2,1,22,8,69
E02000976,11199,5,0,2,1,38,7,73
E02000977,7368,11,20,6,1,298,29,71
E02000978,11343,4,5,2,1,55,19,50
E02000979,10309,7,7,2,6,51,18,64
E02000980,10664,0,0,0,1,3,7,58
E02000981,10309,4,2,0,3,24,3,54
E02000982,9275,4,2,1,3,20,12,46
E02000983,9804,0,1,1,2,3,6,53
E02006782,7961,2,0,0,2,0,9,54
E02006783,7634,2,2,0,3,0,12,46
E02006784,8161,2,0,0,2,3,12,43
E02006785,6665,2,0,0,1,0,10,43
E02006786,7528,0,0,0,1,0,6,44
E02006787,8114,1,1,0,2,4,8,62
E02006788,7686,2,0,0,3,0,4,46
E02006789,6423,2,1,0,4,6,23,42
E02006791,6857,1,0,2,0,3,4,57
E02006792,8841,5,6,1,1,28,15,68
E02006793,10218,0,0,0,1,1,9,41
E02006794,8603,2,3,0,9,0,7,36
E02006795,8036,1,0,0,1,6,3,56
E02006796,9257,5,2,1,4,3,15,66
E02006798,8104,4,2,2,2,14,5,56
E02006799,11072,1,1,0,3,0,12,66
E02006800,14504,1,2,0,2,0,7,80
E02006801,10987,11,6,3,6,57,27,77
E02006802,8042,5,3,1,5,17,13,70
E02006836,8467,0,0,0,1,2,8,68
E02006853,10570,3,3,0,0,2,1,81
E02006854,8030,6,3,4,1,28,13,62
E02006882,14223,0,1,0,2,6,13,102
E02006918,9308,1,0,0,2,0,6,46
E02006921,8620,1,0,0,0,0,5,35
E02006924,13693,2,0,0,3,0,15,81
E02006925,14181,1,1,1,4,2,12,85
E02006927,10143,1,3,0,5,0,18,78
E02006928,11828,4,2,2,3,15,7,85
E02006929,12126,10,0,1,4,35,21,119
E02006930,8908,2,2,0,2,1,11,80
E02006931,9707,2,1,0,2,6,13,66
