area code,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,mean_case,log,lat
E02000779,206,163,85,72,79,52,40,27,13,16,22,24,36,29,13,6,11,3,49,0.082879609,51.55648097
E02000780,288,300,179,158,136,123,55,37,24,35,39,44,52,38,23,14,17,15,87,0.098709055,51.55369002
E02000781,315,252,155,150,138,77,36,35,36,40,41,47,56,41,21,12,10,9,81,0.072672222,51.55152766
E02000782,233,203,104,120,126,65,48,22,25,30,29,25,40,17,15,6,8,5,62,0.080852339,51.54690957
E02000783,164,147,83,73,68,34,20,22,13,9,21,15,17,22,5,3,7,6,40,-0.235785125,51.47906675
E02000784,151,118,91,81,110,99,66,51,34,43,66,90,98,78,40,24,17,9,70,-0.296906209,51.47317946
E02000785,154,122,73,98,126,91,87,55,39,53,84,102,103,60,30,25,22,16,74,-0.248408033,51.46843233
E02000786,152,151,110,116,139,106,87,69,52,55,88,111,88,79,41,28,13,9,83,-0.281068606,51.46959392
E02000787,178,150,104,154,137,149,88,75,54,81,78,134,96,83,47,32,27,8,93,-0.265247554,51.46364949
E02000788,133,106,128,175,135,104,74,61,43,51,63,71,72,60,31,25,17,6,75,-0.286403458,51.45633024
E02000789,91,85,54,86,91,65,37,26,30,32,38,54,66,31,24,18,15,5,47,-0.319875317,51.45818602
E02000790,132,90,79,82,97,59,38,49,27,57,71,85,66,35,31,12,5,10,56,-0.300115729,51.45689821
E02000791,95,95,66,82,73,81,60,55,31,37,54,54,53,41,32,11,14,8,52,-0.312301728,51.45197336
E02000792,127,101,72,68,104,68,56,41,30,59,76,81,60,75,28,28,12,6,60,-0.357192533,51.45348479
E02000793,157,138,78,104,92,79,55,35,19,35,61,58,53,49,22,21,5,7,59,-0.337019288,51.45197058
E02000794,105,87,80,103,99,73,55,40,31,44,71,78,57,37,21,18,20,7,57,-0.277421908,51.4413808
E02000795,101,104,95,136,113,85,63,42,34,36,70,60,53,39,38,17,13,12,61,-0.370214818,51.44780178
E02000796,207,211,126,171,146,105,47,29,32,38,52,62,67,47,32,17,18,6,78,-0.33098314,51.44618827
E02000797,149,133,120,157,99,85,60,42,34,54,65,85,81,48,16,20,9,11,70,-0.357000157,51.43891356
E02000798,230,171,116,195,150,166,98,56,40,44,88,100,101,65,49,31,9,13,95,-0.337316333,51.43818405
E02000799,105,88,43,60,73,64,48,32,27,33,44,47,60,29,13,23,7,10,44,-0.318218749,51.43741263
E02000800,130,100,52,52,63,78,34,19,24,43,35,44,39,25,20,8,4,6,43,-0.33563081,51.43109851
E02000801,152,100,63,74,92,78,56,54,32,60,53,75,76,52,24,24,17,10,60,-0.352499102,51.42665441
E02000802,118,82,93,120,82,79,46,44,30,44,59,94,61,47,32,33,19,16,61,-0.373370246,51.42736816
E02000803,160,156,103,123,155,108,62,48,27,40,69,98,83,71,36,29,14,19,77,-0.334178776,51.41779986
E02000804,132,74,67,113,141,127,72,34,39,39,61,65,62,58,30,26,6,8,64,-0.313875428,51.41619098
E02000805,172,151,107,154,175,171,78,65,46,65,88,107,98,88,40,35,14,17,92,-0.348693316,51.40898522
E02000806,175,157,104,137,148,108,67,58,41,63,79,110,88,67,45,34,33,10,84,-0.040980204,51.5029022
E02000807,168,131,82,86,93,65,66,58,44,53,67,84,105,56,43,26,17,9,69,-0.095520641,51.50364249
E02000808,192,199,113,103,107,126,93,68,49,74,74,97,103,79,47,34,21,13,88,-0.07705945,51.50102501
E02000809,239,224,133,102,105,107,104,94,73,84,91,154,152,90,41,24,21,9,102,-0.067229613,51.49689443
E02000810,227,165,103,109,78,88,69,53,40,62,50,83,80,72,32,14,14,11,75,-0.083800779,51.49743786
E02000812,272,187,98,77,89,95,63,52,31,33,48,98,115,71,18,15,14,11,77,-0.050543805,51.49622435
E02000813,217,190,101,102,77,78,60,47,38,47,59,61,81,69,41,18,26,8,73,-0.03701548,51.49656858
E02000814,275,173,98,94,87,75,76,62,37,47,70,118,89,66,42,14,17,13,80,-0.093719709,51.495667
E02000815,178,122,73,64,58,80,64,38,28,34,53,48,59,49,24,9,12,7,55,-0.063544759,51.4900679
E02000816,166,166,83,71,56,68,67,49,29,36,32,57,55,50,23,16,13,3,57,-0.054410899,51.49006914
E02000817,178,132,52,51,44,30,31,20,16,24,28,33,28,24,24,20,10,8,41,-0.090597234,51.49015246
E02000818,239,165,95,54,72,79,43,59,34,37,59,60,80,54,24,14,12,14,66,-0.072781106,51.48949684
E02000819,166,132,78,45,51,42,31,22,28,34,38,34,39,35,19,4,10,6,45,-0.101012883,51.48721809
E02000820,205,141,108,77,72,67,34,44,33,36,58,76,66,45,31,19,21,7,63,-0.077493077,51.48554384
E02000821,187,131,54,53,28,36,25,23,23,16,24,40,35,35,23,6,6,10,41,-0.086889714,51.48544763
E02000822,163,101,66,36,13,30,25,31,10,15,31,32,35,18,8,12,6,4,35,-0.094118665,51.48209442
E02000823,164,149,66,56,61,51,31,19,26,29,50,58,56,38,15,16,14,11,50,-0.062138229,51.48119367
E02000824,222,131,62,77,45,43,27,45,20,23,23,34,33,32,21,14,8,8,48,-0.076334046,51.47772126
E02000825,246,165,69,57,42,48,30,24,18,13,31,54,44,28,20,16,6,9,51,-0.085062514,51.47646513
E02000826,209,146,75,80,63,47,49,38,28,37,44,62,56,42,22,15,7,6,57,-0.095188026,51.47557236
E02000827,227,166,114,93,62,51,42,33,26,35,55,70,56,41,33,22,13,16,64,-0.065710229,51.47410075
E02000828,188,134,64,52,48,52,31,33,25,40,27,35,36,31,8,17,7,6,46,-0.056062686,51.47319929
E02000829,241,155,88,84,77,62,58,47,40,38,57,62,63,42,34,23,13,8,66,-0.081989694,51.46864939
E02000830,200,140,81,98,87,88,66,43,36,37,78,87,71,52,20,21,12,8,68,-0.070251975,51.46756573
E02000831,193,153,64,80,86,67,51,45,29,39,72,75,90,55,37,23,19,11,66,-0.05711923,51.46474811
E02000832,187,145,61,58,57,61,51,43,26,34,60,56,48,46,22,25,10,6,55,-0.084807372,51.46124598
E02000833,151,114,55,34,59,42,44,34,23,45,41,55,38,35,33,23,13,6,46,-0.066412332,51.45815542
E02000834,177,142,93,91,108,73,66,59,45,54,71,74,78,66,38,37,12,8,71,-0.049495911,51.45582419
E02000835,161,104,55,72,73,47,42,37,27,36,56,61,69,34,24,14,12,4,51,-0.076317452,51.45428804
E02000836,145,109,77,94,82,75,49,46,58,33,59,79,69,52,36,25,8,16,61,-0.086244504,51.44850572
E02000837,138,96,81,141,155,114,60,50,35,70,60,88,84,64,38,25,14,8,73,-0.065629493,51.44781821
E02000838,176,168,113,82,78,92,68,65,38,45,72,78,69,55,34,27,11,8,71,-0.077095936,51.43390088
E02000839,165,123,72,84,97,68,52,35,26,39,75,73,57,41,30,19,12,11,59,-0.167682851,51.38643404
E02000840,192,180,98,88,87,53,60,46,34,36,62,74,67,51,35,7,8,8,65,-0.184427135,51.38245451
E02000841,232,163,115,90,91,69,51,38,31,28,56,81,70,47,30,15,11,10,68,-0.207184957,51.37958887
E02000842,174,147,72,82,84,87,39,43,22,33,62,74,103,70,32,24,14,5,64,-0.158698388,51.37741155
E02000843,260,150,99,84,101,84,49,46,26,40,89,111,78,68,29,15,18,9,75,-0.169869172,51.37628842
E02000844,231,129,83,127,92,67,51,37,26,29,52,68,54,62,34,20,10,13,65,-0.236622201,51.37912655
E02000845,165,117,97,137,147,77,46,49,28,41,61,86,90,66,35,35,22,6,72,-0.190991933,51.37575528
E02000846,187,112,92,61,72,69,40,41,26,37,59,72,50,41,28,12,20,3,56,-0.229409336,51.37420697
E02000847,204,125,82,116,87,56,39,34,33,54,97,74,77,66,28,13,8,9,66,-0.217396757,51.37015429
E02000848,196,156,77,107,79,67,46,40,26,40,63,82,88,49,36,17,6,7,65,-0.149377815,51.3684446
E02000849,188,140,88,98,80,83,68,43,25,46,67,80,75,47,35,21,12,16,67,-0.136290621,51.37585516
E02000850,241,147,95,103,89,72,51,42,32,52,87,94,97,75,31,27,16,16,75,-0.189555049,51.36626203
E02000851,252,176,106,117,96,106,74,48,34,39,79,95,101,82,36,21,14,5,82,-0.17840352,51.36685992
E02000852,171,143,86,109,95,55,46,40,24,46,67,77,71,54,38,26,23,12,65,-0.204363915,51.36624748
E02000853,190,151,76,97,89,77,55,34,30,38,50,78,68,52,35,21,9,9,64,-0.166109185,51.36333327
E02000854,171,99,61,107,98,83,42,40,22,35,74,106,69,56,31,17,12,13,63,-0.216911385,51.35827421
E02000855,189,130,79,80,98,78,46,31,31,51,77,75,65,67,31,20,10,11,64,-0.144103691,51.35711731
E02000856,183,153,123,86,109,72,71,43,33,41,67,111,57,44,38,20,8,9,70,-0.196639189,51.35715406
E02000857,211,126,76,110,107,92,53,48,37,50,58,87,109,50,26,27,13,10,71,-0.128280323,51.35575248
E02000858,219,170,102,102,71,63,39,13,18,40,54,61,44,32,19,12,11,0,59,-0.155133607,51.3531697
E02000859,190,173,84,69,91,101,51,38,24,43,70,72,73,55,32,23,23,14,68,-0.187788023,51.3532112
E02000860,166,119,75,99,75,85,46,38,22,35,62,80,64,76,37,15,9,6,61,-0.178207466,51.34875717
E02000861,129,107,63,91,87,62,37,49,31,50,88,80,83,54,36,21,12,7,60,-0.153688392,51.33829682
E02000863,143,96,44,47,51,49,59,37,23,29,59,64,68,44,29,12,15,6,48,-0.027236291,51.53814348
E02000864,236,204,108,100,95,82,61,59,41,47,61,73,88,55,42,25,10,11,77,-0.052489217,51.53140376
E02000865,146,152,58,55,54,47,40,31,21,34,35,38,40,26,28,13,9,5,46,-0.037370089,51.53143803
E02000866,149,167,103,99,87,76,54,48,53,47,55,76,52,60,30,13,14,4,65,-0.021538355,51.53119912
E02000867,228,240,127,107,88,84,65,60,53,50,81,100,103,66,41,29,24,21,87,-0.060302909,51.52976839
E02000868,167,131,77,53,51,58,40,35,29,33,41,42,43,27,29,12,9,4,48,-0.069758132,51.52788678
E02000869,107,117,42,51,53,37,31,24,21,30,30,34,48,31,22,12,7,6,39,-0.047044665,51.52710483
E02000870,132,139,70,69,35,48,30,27,21,20,27,39,33,36,16,7,8,4,42,-0.012223932,51.52460759
E02000871,208,220,124,89,79,67,46,39,34,37,41,46,63,60,23,11,10,8,66,-0.067709739,51.52409158
E02000872,154,155,69,91,61,57,39,47,31,30,45,56,38,38,18,8,11,6,53,-0.040447228,51.52459659
E02000873,180,196,86,95,69,64,58,43,34,21,53,36,66,37,28,13,9,5,60,-0.051281214,51.52420113
E02000874,148,135,81,63,53,47,48,40,12,23,34,32,31,25,16,14,6,8,45,-0.020475138,51.52186414
E02000875,255,240,129,117,107,87,58,40,35,39,50,75,87,49,30,18,13,11,80,-0.057362862,51.52208625
E02000876,147,120,57,52,61,54,42,23,37,23,46,40,48,33,16,10,6,7,45,-0.028573148,51.51968625
E02000877,256,234,130,120,114,87,71,51,41,32,53,69,84,66,38,19,14,10,82,-0.069983999,51.51850388
E02000878,219,198,112,94,103,101,86,65,42,52,63,84,74,54,27,17,22,7,78,-0.046547187,51.5168161
E02000879,191,168,86,77,78,57,28,29,18,17,53,61,49,29,23,9,7,8,54,-0.054323536,51.51686281
E02000880,120,103,62,42,50,42,24,27,18,15,23,26,29,31,14,10,3,5,35,-0.006868909,51.51591112
E02000881,214,194,126,93,83,83,42,32,20,36,37,44,54,55,23,22,13,8,65,-0.038158287,51.51623825
E02000882,230,167,125,78,79,48,48,29,26,39,48,47,54,37,23,20,16,10,62,-0.011788079,51.51299824
E02000883,175,149,78,74,73,65,39,23,10,18,27,25,34,24,15,11,7,6,47,-0.064887096,51.51368714
E02000884,252,260,122,106,107,114,101,75,58,65,77,111,116,66,32,20,24,20,95,-0.051776796,51.51207092
E02000885,154,161,60,53,40,68,35,30,21,25,30,22,50,22,14,8,6,4,44,-0.029962942,51.51121376
E02000886,192,163,90,71,64,66,58,35,23,34,52,60,58,44,26,13,22,10,60,-0.019462514,51.51086003
E02000887,228,219,120,92,74,73,46,28,28,23,46,68,59,49,28,16,12,11,67,-0.046514601,51.51014752
E02000888,183,142,84,67,42,73,53,38,37,38,44,64,43,44,22,12,17,5,56,-0.062094021,51.50772679
E02000889,164,150,96,78,87,80,54,45,39,41,62,67,83,57,21,19,10,8,64,-0.06387105,51.50608386
E02000890,96,111,51,50,78,51,47,35,27,25,40,68,66,45,22,15,15,4,47,-0.005778872,51.5042598
E02000891,482,385,218,192,170,151,112,94,63,82,116,187,156,158,68,40,30,15,151,-0.007527088,51.49083715
E02000893,176,125,59,90,95,67,37,19,17,16,36,47,45,40,25,9,14,10,51,-0.018066998,51.48970392
E02000894,229,204,110,125,110,95,63,41,27,51,57,70,99,85,39,32,15,13,81,-0.007575976,51.63444608
E02000895,221,133,81,65,58,41,22,31,17,39,43,32,47,46,17,10,5,8,50,0.011510425,51.63265091
E02000896,218,122,74,72,59,66,42,45,25,35,66,72,75,65,30,13,22,11,61,0.012536387,51.61856345
E02000897,202,159,84,62,86,45,36,25,26,30,44,61,42,27,14,14,6,8,53,-0.004103903,51.61789779
E02000898,187,116,58,66,75,35,34,26,13,31,46,52,60,37,25,15,12,16,50,-0.015987824,51.61796417
E02000899,185,146,73,73,49,52,37,20,23,21,53,62,67,45,19,10,17,5,53,-0.023717852,51.61090876
E02000900,173,125,73,70,65,51,31,30,30,27,36,48,56,41,28,11,11,4,50,0.006764964,51.60694378
E02000901,238,178,140,90,87,65,56,46,30,50,58,76,72,49,35,31,21,4,73,-0.008972524,51.6034045
E02000902,190,177,67,122,74,56,43,30,17,31,45,60,61,54,24,14,14,9,60,-0.03125606,51.60044817
E02000903,189,190,117,97,63,64,55,30,20,30,53,70,53,43,17,12,6,8,62,0.003873904,51.59659369
E02000904,179,153,112,88,73,60,29,45,34,21,47,50,60,50,26,11,11,4,58,-0.016711954,51.59337742
E02000905,180,152,76,101,83,101,78,60,41,46,73,65,78,47,25,12,10,11,68,-0.026223941,51.59015022
E02000906,200,147,70,68,77,66,52,47,34,39,69,60,61,58,25,18,19,17,62,-0.00322408,51.5879551
E02000907,253,146,106,99,78,69,43,32,32,31,67,68,62,47,15,15,12,12,65,-0.042652502,51.58847802
E02000908,271,210,129,134,113,112,74,54,58,54,108,95,103,70,58,27,21,11,94,0.003156281,51.58496183
E02000909,207,146,99,106,119,72,61,39,24,29,68,70,66,45,36,23,11,4,68,-0.016336254,51.58176465
E02000910,229,157,111,102,100,83,76,30,33,57,57,94,64,55,31,21,21,11,74,-0.027900799,51.58154481
E02000911,265,218,98,99,140,91,63,54,62,50,58,78,90,62,38,30,14,10,84,-0.041730944,51.57561019
E02000912,155,147,86,106,94,84,43,32,20,41,64,56,83,30,13,13,12,5,60,0.000486918,51.57501821
E02000913,190,132,85,86,75,74,39,32,25,17,42,53,58,43,21,16,9,0,55,-0.01185112,51.5736228
E02000914,314,190,111,96,83,61,39,56,26,22,36,39,83,43,27,12,7,5,69,0.010115353,51.57460634
E02000915,183,119,78,74,62,60,42,37,26,34,65,52,44,38,31,7,9,6,53,-0.033566276,51.56702809
E02000916,225,151,75,90,81,66,52,31,24,39,40,54,66,44,26,11,15,4,60,-0.007422206,51.56597489
E02000917,214,135,85,82,74,75,54,43,29,45,57,67,55,46,19,12,12,13,62,0.013418079,51.56547994
E02000918,228,152,84,83,81,63,40,29,32,44,53,59,59,41,38,17,10,9,62,-0.002042961,51.56165214
E02000919,197,146,79,67,82,53,37,35,25,28,45,49,56,38,19,10,8,4,54,-0.014247571,51.55843805
E02000920,234,145,79,65,62,56,46,27,20,37,32,43,66,33,18,15,20,6,55,0.003639159,51.55676625
E02000921,245,208,96,77,83,64,55,39,21,37,44,60,53,50,15,12,17,7,65,0.013765039,51.55532279
E02000922,213,175,82,89,81,54,47,34,25,46,72,65,64,40,28,17,14,11,64,-0.159596928,51.47758725
E02000923,163,131,71,60,48,56,37,39,23,37,59,51,56,35,26,15,7,11,51,-0.14107058,51.47715439
E02000924,363,302,164,120,116,116,84,93,53,90,111,131,121,84,49,34,35,16,115,-0.160973704,51.47276952
E02000925,137,129,72,69,78,56,50,28,23,27,43,60,56,36,26,9,8,9,50,-0.173694816,51.47045724
E02000926,232,206,127,92,99,109,79,64,50,70,92,107,105,84,34,27,24,15,89,-0.152427954,51.46737667
E02000927,138,127,62,46,46,51,39,35,38,26,68,49,55,26,18,17,13,4,47,-0.223631967,51.4668493
E02000928,145,116,71,84,110,92,63,50,48,55,74,83,82,64,25,17,12,10,66,-0.175295076,51.46526078
E02000929,186,132,66,44,58,40,45,26,29,35,31,48,36,22,28,10,4,9,47,-0.163816967,51.46567776
E02000930,172,161,106,83,92,76,71,60,53,42,83,81,81,46,40,20,15,13,71,-0.154959933,51.45985459
E02000931,123,147,77,79,110,70,71,56,43,39,84,110,76,47,32,24,17,6,67,-0.201278057,51.46072049
E02000932,235,211,103,110,118,128,93,81,60,72,120,148,158,78,54,38,17,7,101,-0.2288621,51.46049714
E02000933,160,125,91,100,125,85,65,68,23,38,69,88,81,60,24,28,14,8,69,-0.177335023,51.46022369
E02000934,173,173,96,92,77,81,62,46,44,40,64,89,70,63,37,29,17,12,70,-0.248547693,51.45759165
E02000935,105,117,86,93,70,53,50,34,18,23,27,35,42,27,27,8,18,11,46,-0.214382361,51.45532467
E02000936,167,136,80,98,89,68,61,59,42,63,83,92,82,54,36,27,19,12,70,-0.166992381,51.45213641
E02000937,126,113,70,95,131,107,63,56,48,34,64,74,57,50,25,21,13,5,64,-0.231007781,51.45218825
E02000938,206,188,115,122,121,94,58,51,39,35,78,79,86,51,22,14,11,15,76,-0.155551652,51.45224683
E02000939,129,92,64,107,128,100,69,42,28,42,57,68,71,46,24,24,10,5,61,-0.192045499,51.45219286
E02000940,197,163,88,108,72,73,51,50,34,38,58,89,78,47,33,12,12,0,66,-0.180992881,51.45183336
E02000941,186,165,120,105,130,83,52,50,33,42,72,85,87,72,55,16,15,8,76,-0.204062704,51.44981674
E02000942,151,159,81,110,114,113,80,64,49,50,82,97,103,56,30,25,25,12,77,-0.151539468,51.44784152
E02000943,161,129,87,80,114,105,63,63,35,53,78,78,106,46,37,14,10,7,70,-0.214014235,51.44801061
E02000944,161,130,90,89,75,47,39,43,32,39,53,54,47,40,43,15,10,9,56,-0.236605328,51.44168348
E02000945,164,160,80,81,55,42,53,33,32,30,34,34,37,38,12,12,10,9,50,-0.180200114,51.44399118
E02000946,163,128,75,67,91,69,67,41,39,44,70,64,70,60,25,15,9,0,60,-0.196591029,51.44422126
E02000947,162,132,127,91,93,88,66,48,52,85,71,101,94,62,37,36,22,11,76,-0.142976917,51.43728379
E02000948,176,179,84,83,130,89,83,76,53,48,94,110,107,55,38,29,9,14,80,-0.16591595,51.44057425
E02000949,189,157,109,144,138,101,91,78,47,50,71,100,103,62,43,25,18,6,85,-0.213277593,51.44082217
E02000950,122,130,72,74,71,70,47,37,31,50,53,53,57,37,37,14,11,3,53,-0.156990154,51.43756559
E02000951,125,91,72,72,57,65,48,25,35,43,33,62,64,39,26,22,6,7,49,-0.150622372,51.43563702
E02000952,106,81,52,67,75,59,52,40,20,34,49,48,54,30,34,7,5,0,45,-0.182509952,51.4352417
E02000953,169,149,74,78,74,60,54,62,40,47,70,73,104,41,24,17,10,10,64,-0.160298028,51.43187615
E02000954,108,115,54,52,48,41,45,39,26,34,40,44,51,35,24,15,13,0,43,-0.165278577,51.43030728
E02000955,132,94,85,71,61,42,47,43,26,19,38,55,50,32,12,12,5,5,46,-0.175574244,51.42762483
E02000956,169,126,72,58,47,63,41,29,32,37,60,51,62,52,30,15,9,4,53,-0.162703972,51.42394114
E02000957,227,172,117,94,93,116,73,78,49,49,68,93,77,46,21,21,15,9,78,-0.147388649,51.42483445
E02000958,158,124,69,97,146,97,48,39,26,45,84,65,70,60,38,14,20,11,67,-0.140712042,51.42269927
E02000959,141,112,85,47,59,41,43,39,26,27,55,57,56,33,35,26,15,7,50,-0.163365866,51.53451608
E02000960,92,112,77,64,64,37,39,35,32,29,48,48,60,48,31,11,12,6,46,-0.182256778,51.5335427
E02000961,162,134,91,90,89,62,55,46,32,47,62,65,72,43,17,19,11,16,61,-0.171855983,51.52902868
E02000962,114,126,99,76,80,47,58,45,28,25,58,74,81,48,33,14,18,10,57,-0.207792972,51.52856387
E02000963,210,151,91,83,75,58,41,36,21,28,29,44,48,37,26,14,8,9,56,-0.199686639,51.52733358
E02000964,273,218,108,75,96,83,58,41,33,51,71,57,65,43,32,13,20,7,74,-0.189940887,51.52663497
E02000965,137,128,99,107,73,48,34,38,30,38,57,72,91,62,26,8,13,5,59,-0.181386556,51.52459325
E02000966,140,155,101,87,74,70,58,43,32,49,61,85,57,51,35,17,13,6,63,-0.156309438,51.52685018
E02000967,122,126,73,79,75,61,50,33,37,29,52,59,54,37,23,13,9,5,52,-0.169728721,51.52271151
E02000968,247,242,166,130,118,80,69,50,29,38,51,59,69,39,25,13,15,12,80,-0.191543097,51.52083652
E02000969,215,169,82,67,65,49,39,34,31,26,41,53,38,35,15,20,12,7,55,-0.149770188,51.51637949
E02000970,134,152,82,90,63,70,66,40,42,43,57,72,69,48,37,29,15,8,62,-0.160391705,51.51772555
E02000971,181,150,110,78,85,72,58,41,40,43,78,65,62,51,35,12,7,16,65,-0.138098254,51.5147032
E02000972,162,154,85,107,82,83,73,79,50,55,88,78,78,76,52,29,22,19,76,-0.191746955,51.51678419
E02000973,127,137,99,74,79,73,52,45,53,41,57,86,59,54,29,18,15,7,61,-0.169108989,51.51542311
E02000974,233,198,122,95,85,86,53,49,38,39,51,76,78,67,48,23,16,17,76,-0.178267136,51.51443343
E02000975,183,167,121,103,65,69,71,50,43,36,59,76,71,61,22,29,13,7,69,-0.186082473,51.5130483
E02000976,196,155,120,106,95,65,81,55,48,50,66,79,60,48,37,19,29,11,73,-0.131912898,51.50732161
E02000977,179,170,96,97,86,63,67,61,52,51,59,87,86,64,27,23,10,10,71,-0.165165584,51.50389227
E02000978,126,120,73,81,84,76,44,25,26,30,40,47,40,37,21,14,9,9,50,-0.132850674,51.49837268
E02000979,145,129,85,77,93,80,55,66,35,35,44,71,91,57,45,24,18,13,64,-0.129359663,51.49157603
E02000980,167,148,75,53,65,59,68,30,26,45,47,57,75,49,35,33,14,8,58,-0.139934084,51.49009337
E02000981,118,117,65,68,77,76,47,43,21,47,56,68,65,46,25,13,10,13,54,-0.146618835,51.49024468
E02000982,126,113,67,57,68,58,44,26,18,32,27,51,50,35,28,16,12,5,46,-0.134529319,51.48678439
E02000983,156,107,79,72,96,50,38,37,20,23,41,64,58,61,23,15,9,8,53,0.026043572,51.41954283
E02006782,211,115,62,93,80,49,31,29,13,38,44,62,64,31,31,8,14,5,54,0.012435928,51.42729403
E02006783,186,128,68,65,65,42,29,31,7,18,37,41,39,35,18,11,10,6,46,-0.002638371,51.42159849
E02006784,192,113,71,70,41,28,24,22,9,17,27,45,40,34,18,19,6,4,43,0.100872866,51.46932023
E02006785,167,114,55,55,39,33,32,28,18,28,39,44,47,38,14,10,9,7,43,0.103290598,51.47904349
E02006786,162,128,51,50,70,45,32,27,16,16,35,47,37,38,21,14,9,5,44,-0.038762069,51.39870858
E02006787,194,103,48,70,99,97,60,32,33,52,67,54,82,49,25,30,20,8,62,-0.056552772,51.39339471
E02006788,167,131,56,57,52,56,36,22,30,18,39,50,33,27,17,16,17,5,46,0.049257151,51.32086936
E02006789,137,105,50,78,36,27,21,26,29,31,38,58,48,30,24,12,16,4,42,-0.263980942,51.49795812
E02006791,128,130,60,85,106,79,53,42,25,40,44,53,69,54,27,25,15,4,57,-0.271242213,51.49320853
E02006792,133,160,97,90,89,90,67,36,49,50,64,65,91,69,28,18,21,7,68,-0.074500428,51.61155209
E02006793,207,155,68,54,42,34,36,26,14,8,20,18,23,22,12,7,9,0,41,-0.06753641,51.60362242
E02006794,141,132,90,57,31,27,24,18,15,16,13,22,27,11,11,3,5,7,36,-0.374802555,51.570402
E02006795,160,152,85,103,98,72,45,24,13,26,50,60,50,38,16,11,16,5,56,-0.396768891,51.55286078
E02006796,197,147,103,92,125,69,61,45,33,35,55,76,46,48,28,17,16,7,66,-0.030191,51.47794316
E02006798,205,163,74,64,63,42,40,38,25,31,48,46,59,52,23,17,15,9,56,0.12879111,51.56035568
E02006799,268,204,103,111,105,63,37,35,30,23,46,48,41,37,22,11,8,10,66,0.112311136,51.56112871
E02006800,300,249,132,135,128,93,56,19,24,30,45,57,68,51,21,14,12,7,80,-0.112381294,51.50085815
E02006801,201,177,85,94,84,83,92,71,39,56,72,76,93,81,28,26,9,20,77,-0.103038321,51.49754059
E02006802,185,161,88,71,85,80,70,49,39,41,56,78,94,72,27,34,21,12,70,-0.209532314,51.34228338
E02006836,164,128,93,124,100,106,52,42,26,40,53,88,71,56,41,19,16,12,68,-0.020298706,51.49607814
E02006853,219,204,117,119,103,88,56,62,38,43,62,68,87,94,52,24,18,7,81,-0.019814745,51.50370427
E02006854,156,149,88,58,72,74,50,52,21,44,59,76,85,50,45,16,14,23,62,-0.312126182,51.59010435
E02006882,313,296,167,156,121,132,90,59,38,33,69,111,104,65,30,13,21,18,102,-0.049918222,51.56327436
E02006918,144,133,75,56,50,51,29,49,27,31,31,44,40,32,17,6,6,10,46,-0.058071253,51.56571666
E02006921,118,114,90,51,44,31,27,26,8,13,28,23,22,24,9,8,5,4,35,0.060772209,51.57019463
E02006924,341,265,138,117,94,107,51,40,27,20,45,46,69,50,30,18,15,0,81,0.053777511,51.58455841
E02006925,353,240,151,118,114,78,56,36,34,35,48,75,71,54,31,18,13,9,85,0.025277725,51.45758911
E02006927,233,166,114,99,100,72,53,34,41,52,88,96,84,70,63,29,14,8,78,-0.016790326,51.48023319
E02006928,220,191,89,99,107,76,55,60,44,60,96,117,109,83,57,25,27,20,85,0.013260004,51.49287558
E02006929,351,260,141,129,136,117,97,100,60,72,123,153,150,130,55,28,37,13,119,0.013339552,51.485667
E02006930,207,163,94,96,104,100,72,56,49,69,72,121,102,68,34,22,13,10,80,-0.003715292,51.47583767
E02006931,180,153,95,58,77,61,50,32,32,46,64,106,97,54,23,26,28,12,66,-0.0145222,51.482345
